Unnamed: 0;Name;Category;Servings;Ingredients;Steps;Estimated Total Cooking Time (minutes)
1368;Spinach in a pan;Side Dishes;4;[['Spinach', '1kg'], ['Garlic', '2']];To make the spinach in a pan, first wash the spinach leaves, remove the walbes of the toughest spinach, peel the cloves of garlic, cut them in half and private them of the internal soul pour the extra virgin olive oil into a large pan togetherTo the cloves of garlic and heat over moderate heat now add the washed spinach, pour all the pan even if they are very voluminous in a short time they will dry.Cover with the lid and cook for 5 minutes over high heat.Remove the lid, salt pepper and mix with a spatula, continue cooking over medium heat for 10 minutes until the spinach in the pan are cooked;30
1371;Sweet bley;Desserts;8;[['Whole milk', '500g'], ['Sugar', '200g'], ['Dark chocolate', '100g'], ['Corn starch (cornstarch)', '40g'], ['Butter', '30g']];To prepare the sweet sanguinaccio, start adding the sugar with the cinnamon in a large bowl, then add the cold milk flush by mixing with a whisk to avoid the formation of lumps.Transfer the mixture to a pot where you will have to thick it, stirring often: it will take about 10 minutes. In the meantime, coarsely chop the dark chocolate, mixing with the whisk until complete melting.Finally, add the butter also mix with the cream until it is beautiful shiny and turn off the fire. Being the sanguinaccio in a low and large baking dish cover with cling film;45
1384;Soft biscuits with apples and turmeric;Desserts;32;[['Golden apples', '100g'], ['Lemon juice', '20g'], ['Flour 00', '300g'], ['Butter', '100g'], ['Egg', '110g'], ['Sugar', '100g'], ['Sugar', 'q.b.']];To make the soft biscuits with apples and turmeric first wash the apples, then divide them into wedges and remove the core, put the apples cut into the glass of a mixer, add the lemon juice you must obtain a homogeneous puree now take care of the dough:In a bowl, pour the flour mix with your hands to crumble the butter and then pour the sugar flavored with turmeric powder continuing to knead, and the powder yeast transfer the dough to a pastry board now create a roll roll each piece to formof the balls place the morsels obtained on a dripping pan lined with parchment paper, press a press with the index at the center of the biscuits to create a recess stuffed the biscuits with the apple puree previously prepared sprinkle the surface with the sugar;45
1485;Flambe 'bananas;Desserts;4;[['Bananas', '4'], ['Butter', '40g'], ['Sugar', '120g'], ['Orange juice', '1'], ['Rum', '30g']];To prepare the Flamè bananas, start squeezing the orange then take a non -stick pan on the fire and melt the sugar when it starts caramelling by buying the dark blond coloring, add the butter as soon as the butter has melted, add the bananas to the pan over low heatpeel still whole for 1-2 minutes, gently turn them from both sides so as not to break it but ensuring that they absorb the heat evenly. This point add the rum now that the bananas are cooked cut a half banana in slices you can serve leaving the leaving theBanana full flamba or cutting it, all or in part, in slices to be placed alongside each other for an elegant presentation of the fruit.You can also serve these exquisite Flambè bananas with a ball of vanilla or chocolate ice cream.;45
1507;Diamonds (biscuits) with rice flour;Desserts;100;[['Egg', '2'], ['Rice flour', '260g'], ['Lemon zest', '1'], ['Butter', '150g'], ['Sugar', '40g'], ['Sugar', '40g']];"To prepare the diamonds, grate the unbeliented 1 llimon zest.Then in the bowl of a planetary mixer, pour the cold butter of fridge in pieces add the sugar, start working the ingredients with the leaf then add the eggs then add the rice flour, form a stick and make 5 equal pieces (about 120 g theone); handle them to obtain stakers of about 2 cm in diameter cover with plastic wrap once ready, take them back from the refrigerator, prepare two trays.In one distributed the granulated sugar then make the Diemantini, disk of about 1 cm thick, place them well spaced on a buttered dripping drip and lined with parchment paper, spread it on a tray and roll the mixture of dough season well all the surface so that thecocoa and the sugar then adhere cut into 1 cm thick disks, cook in a preheated static oven at 180 ° for about 10-12 minutes (if a fan oven 160 ° for about 4-6 minutes; you can also cook a few at a time to adjust bettertimes and temperature).";45
1563;Cocoa cracks;Desserts;6;[['Egg', '2'], ['Flour 00', '130g'], ['Whole milk', '220ml'], ['Butter', '30g'], ['Butter', 'q.b.']];To prepare the cocoa cracks, break the eggs and pour them into a bowl, mix quickly with a fork continuing to mix.After dissolving the butter, let it cool and pour it into the egg and milk mixture then mix again.In a bowl mix the flour with the bitter cocoa then sift it, transfer it inside the egg and milk mixture mix with a whisk until a smooth and lump -free mixture cover with plastic wrap helping with the back of the ladle.On the entire surface of the pan, cook the crack for a couple of minutes, then turn it;45
1603;Crepe without eggs;Desserts;8;[['Whole milk', '300g'], ['Flour 00', '170g']];To make the cracks without eggs pour the flour into a bowl, the salt add the seed oil, add the milk, mix with a whisk until a smooth and homogeneous mixture, cover the bowl with plastic wrap and leave to rest in the refrigerator for 30 minutesAfter the rest time, mix the dough again before use.Heat a twilight of about 22 cm in diameter (or a non -stick pan) and grease with very little oil, eliminating the excess with kitchen paper, pour a pastel ladle in the center cook for a minute over moderate heat, then turn it on the otherSide using a shovel when it is golden, transfer the crack to a plate.Proceed in this way for all the others, stacking them as the egg -free cracks will be cooked are ready to be stuffed at your convenience!;45
1604;How to make condensed milk;Desserts;1;[['Whole milk', '1l'], ['Sugar', '250g']];To prepare the condensed milk, make sure the jars are well clean and the new caps.Pour the milk into a pan add the sugar, the milk will have to constantly soften so adjust the flame so that it is not too strong.If you form, remove the spin on the surface, cook in total for an hour and a half, mixing briefly every 10-15 minutes after the cooking time you will notice that the color will be changed and the milk will be denser at this point turn off the heat andPour it still hot into the well -cleaned jars, close them immediately in this way the vacuum will be created.At this point let them cool first at room temperature, then transfer to the fridge.You will get the ideal consistency after 24 hours.;45
1649;Homemade icing sugar;Desserts;1;[['Sugar', '350g'], ['Corn starch (cornstarch)', '10g']];To prepare the homemade icing sugar you will need a mixer, equipped with blades, very powerful.Pour the sugar inside, blend everything for about 2 minutes then stop, in order to cool the blades, and blend for a couple of minutes. This point you will have obtained a thin, airy and palpable powder transfer it to a bowl;45
1686;Apple pancakes;Desserts;10;[['Flour 00', '150g'], ['Rice flour', '50g'], ['Fuji apples', '1'], ['Butter', '45g'], ['Brown sugar', '100g'], ['Whole milk', '180g'], ['Egg', '55g'], ['Lemon zest', '1'], ['Orange zest', '1'], ['Butter', '20g'], ['Acacia honey', '50g']];To prepare apple pancakes, first of all, take care of the latter.Wash them, then divide them halfway without peeling it, cut half the apple into large pieces and transfer it inside a mixer blend everything until you get a puree you will need 100 grams.Keep aside and take the other half of the apple.Peel it, cut it into wedges and then into thin slices now cut them roughly with the knife then add the milk the egg egg that of lemon the brown sugar mix until a homogeneous mixture is obtained, then add the apples into small pieces, cook until you doThey will form bubbles on the surface.At this point turn the pancakes continue in this way until the dough is finished.Serve your pancakes by stacking them one on the other and pouring over a little honey;45
1692;Pomegranate jam;Desserts;1;[['Pomegranate', '5kg'], ['Golden apples', '220g'], ['Sugar', '300g'], ['Lemon zest', '1'], ['Lemon juice', '60g']];To make the pomegranate jam, divide the fruits to the stretch and collect about 870 g of beans in a bowl, wash the apple and, without peeling it, cut it in half, remove the core and cut it into small pieces, pour the melgram beans into a large panFlavored with the lemon zest Add the sugar cover with plastic wrap as the foam will be formed, remove it with a slotted spoon, remove from the heat for this operation you can also use the immersion blender. Keep all the juice the jam must thicken controlled the consistency with theTest of the saucer.Pour a teaspoon of jam on a saucer, if the mixture runs, it will mean that the jam needs to cook again, if instead it remains soda it will be ready.Transfer the jam still hot to the jars that you sanitized with the help of a ladle and taking care to leave 1 centimeter of space from the edge.Close the jars and let them cool down you can turn them upside down or avoid this step: thanks to the heat, the vacuum will be formed, which will allow the product to be kept for a long time.The pomegranate jam is ready.;45
1748;Flag;Side Dishes;4;[['White onions', '230g'], ['Ramati tomatoes', '640g']];To make the flag first, clean and slice the white onions cut in half the green peppers, remove the petiole and the internal seeds then reduce them to thin strips now wash the copper tomatoes, cut them in half extract the stalk and finally make cubes the vegetablesThey are ready for cooking: in a pan, heat the olive oil, pour the sliced ​​onions and let them stew on moderate heat for 5-6 minutes or until they are soft at that point pour the salt peppers to taste pepheticoprite with the lidOnce ready, serve your hot flag;30
1752;Cocoa and almond diamonds;Desserts;60;[['Butter', '200g'], ['Flour 00', '250g'], ['Almond flour', '170g'], ['Egg', '55g'], ['Sugar', '70g']];To prepare the cocoa and almond diamonds, start by pouring cold butter into chunks and 230 g of 00 flour in an mixer operated the blades until you get a sandy dough then sift them together inside the bowl where you collected the sandy mixture of butterAnd flour by mixing the ingredients quickly with your hands then add the eggs, divide the dough obtained into two different bowls in the other add the 20 g of 00 flour remained at this point you will have obtained two dough loaves: wrap each with transparent diet filmUp to form a cylinder of about 3 cm.Repeat the operation with all 3 remaining loaves, now take a cocoa cylinder and one of only flour and arrange them next to each other: intertwine them overlapping one vein to the other repeat the operation with the other two strands.The strands obtained with little water temperature temperature then in a small bowl add the cinnamon to the sugar sprinkle the strands with the mix obtained of sugar and cinnamon let it cool and enjoy!;45
1811;Blondies with pears;Desserts;20;[['Pere Williams', '280g'], ['Condensed milk', '250g'], ['Flour 00', '200g'], ['Butter', '80g'], ['Brown sugar', '80g']];To make the blondies to the pears, start by peeling the pears and then cut them into cubes of about 1 cm, place the pear cubes in a pan flavored with a teaspoon of cinnamon a few minutes passed, turn off the heat and let them cool completely in a bowl place the flourand the sifted yeast add the salt and add the powders to the condensed milk mixture, add the melted melted butter until a soft and homogeneous mixture is last, add the pear morsels flavored with cinnamon butter a rectangular pan that measure 20x26 cm, line withThe parchment paper (for all the details consult the card :).Pour the dough into the pan and distribute the mixture well by helping yourself with a spatula (13-14).Bake in a preheated static oven at 180 ° for about 40 minutes (if you use the ventilated oven at 160 ° for 30 minutes) until the surface is golden brown, let the dessert cool, overturn it on a cutting board;45
1828;Fried green tomatoes;Appetizers;4;[['Green tomatoes', '4'], ['Egg', '2'], ['Flour 00', '80g'], ['Fioretto corn flour', '80g'], ['Sugar', '10g']];To prepare the fried green tomatoes, start washing the tomatoes under running water, then cut each of them in the sense of width, so as to obtain slices about 1 cm thick at this point lay them on a wire rack, salt them and leave them in this way toAbout 30 minutes, so that they lose part of the vegetation water in a bowl, first sift the corn flour then add the sugar in another container beat the eggs with salt and pepper the 30 minutes take your slices ofTomato and pass them first in the egg, repeat the same operation once again, then pass the tomatoes just breaded again in the egg (10-11), and finish going back to the flours.Then fry, a few pieces at a time, in abundant boiling oil once golden on both sides, drain them from excess oil, serve your well -fried green tomatoes;20
1859;Apple Pie Cookies;Desserts;12;[['Flour 00', '200g'], ['Butter', '100g'], ['Waterfall', '50g'], ['Mele Granny Smith', '300g'], ['Butter', '60g'], ['Sugar', '60g'], ['Orange zest', '½'], ['Orange juice', '60g'], ['Brown sugar', 'q.b.'], ['Butter', 'q.b.']];To prepare the Apple Pie Cookies first things do the brisè dough: pour the flour in the mixer with a pinch of salt then pour the iced water transfer to it on a pastry board, work it with your hands just for a few moments giving it the shape of adough volto the dough in plastic wrap and let it rest in the refrigerator for 40 minutes. The brisè rests occupy the filling.Then peel the butter in a pan add the diced apples the half orange zest flavor with the sugar and cinnamon powder (alternatively you can use the cinnamon in sticks to flavor the mixture) and finally pour the filtered orange juiceCook over medium heat for 10 minutes, then turn off the heat and let it cool, take the dough of pasta and roll it out brush the edges with water, close each biscuit with another disc pressed the edge around to seal them, lay the biscuits on oneBaking pan and cut the surface with a knife, creating rays put a pinch of butter over each biscuit sprinkle the surface with the brown sugar;45
1864;Oil plumcake;Desserts;8;[['Flour', '410g'], ['Sugar', '300g'], ['Egg', '6'], ['Orange zest', '2'], ['Orange juice', '100ml']];To prepare the oil plumcake, start grating the orange zest then squeeze 100 ml of juice and filter it with a strainer (2-3). In a bastardlla (or in a bowl or captain aluminum pot) pour the whole eggs and theOrange juice then the zest and a pinch of salt, add the sugar and put the basterdella on a large pan filled with water reached 40 °, pour the mixture into a planetary mixer in a bowl pour 300 gr of sifted flour together with the continuous yeastTo mix and add the 110 g of remaining flour little by little, transfer it to a 30x11 cm plumcake mold butter and lined with parchment paper level it with a spatula before serving.;45
1878;Soft Gluten -free lemon biscuits;Desserts;25;[['Gluten -free flours mix', '250g'], ['Lemon juice', '30g'], ['Lemon zest', '1'], ['Butter', '60g'], ['Egg', '48g'], ['Brown sugar', '60g'], ['Brown sugar', '30g'], ['Gluten -free icing sugar', '30g']];To make the soft lemon -free lemon biscuits in a bowl, pour the mix of gluten -free flour the cold whole egg, also add the lemon zest the cane sugar pour the baking powder for gluten -free sweets then continue adding little by little theSoft butter in small pieces by kneading as a piece is absorbed at a time. A time obtained a homogeneous dough form a stick and wrap it in plastic wrap let it rest in the refrigerator for 1 hour.18 g each lay the balls gradually on a dripping pan lined with parchment paper, bake in a preheated static oven at 180 ° for 15 minutes.After the cooking time, transfer the soft lemon -free lemon biscuits on a wire rack and let it cool completely.Soft Gluten -free lemon biscuits are ready to be enjoyed;45
1936;Wholemeal shortcrust pastry;Desserts;1;[['Wholemeal flour', '400g'], ['Flour 00', '100g'], ['Butter', '200g'], ['Brown sugar', '150g'], ['Egg', '110g']];To prepare the full short pastry, first cut the cold butter into cubes.Pour it into the bowl of a planetary mixer equipped with a leaf, add the sugar, work the dino mixture to obtain a cream, then add the eggs the cinnamon then reduce the speed of the planetary mixer and also add the flours left to absorb even these when you have obtained a homogeneous mixture transferred it onA floor wrapped in plastic wrap;45
1968;Strausel with strawberries;Desserts;8;[['Butter', '125g'], ['Sugar', '125g'], ['Almond flour', '125g'], ['Flour 00', '125g'], ['Lemon', '1'], ['Strawberries', '400g'], ['Sugar', '200g']];To prepare the strawberry Streusel, start from the dough.In the cup of a planetary mixer, or possibly you can also work by hand or with a mixer, pour the plastic butter (halfway between the ointment and the cold one).Then add the sugar a pinch of salt and the grated lemon zest, operate the leaf at low speed, the time necessary to compact the ingredients then add everything in one shot the almond flour once mixed well all the ingredients turn off the car and pourOn the work surface to briefly compact with your hands, get a rectangular dough and wrap in plastic wrap.Leave to cool in the refrigerator for at least 1 hour: it is important that it is well filed in the meantime to take care of the compote.Rinse briefly and dry the private strawberries of the petiole and cut them into small pieces poured into a pan squeeze the lemon from which you grated the peel and pour it into the pan, turn on the stove and cook for 30 minutes over medium heat, stirring occasionally to the end at the endCooking the consistency must be viscous and compact pour into a bowl with a strainer and sifted to eliminate the seeds left to cool completely at room temperature, take the dough and divide it into 2 parts: a larger and a less.Crumble the 2/3 with a large -shirt grater (possibly you can do it by hand) on a sheet of parchment paper then pour into a 35x11cm mold thus forming the base on this pour the now cooled jelly you can move on to cooking.The cake cooks in a hot oven at 170 ° for 50 minutes once cooked the strawberry strawberries, let it cool completely before shaking it and cut it into rectangles if you like you can serve it with a ball of ice cream;45
1979;Pommes Anna;Side Dishes;6;[['Potatoes', '1kg'], ['Butter', '70g']];To make the Pommes Anna Start pendland the potatoes then slice them with a mandolin adjusted to the thickness of 2-3 mm then, always keeping the fire on moderate, place the slices of potatoes melt the 50 g of remaining butter on the bottom, then distribute a littleOn the first layer of potatoes with a teaspoon, make another layer of potatoes season again with salt and pepper and a little melted butter, continue with the layers to finish the potatoes and the melted butter, always seasoning with salt and pepper now turn off the fireAnd pass the pan in a preheated static oven at 200 ° for 30 minutes, (or in a ventilated oven at 180 ° for 20 minutes) then move on to the grill for 3 minutes or the time sufficient to brown the surface.When cooked, take the pan cover with the serving dish, take it hot!;30
2025;Pineapple pancakes;Desserts;10;[['Pineapple', '5kg'], ['Waterfall', '220g'], ['Flour 00', '150g'], ['Sugar', '45g'], ['Flour 00', 'q.b.'], ['Sugar', 'q.b.']];To make the pineapple pancakes, first remove the peel then use a pastry cutter of about 4 cm to remove the central part from each slice add the sugar and cinnamon then pour the water fill a saucepan with plenty of seed oiland bring it to a temperature of 170 ° to be checked with the help of a thermometer.Pass the slices of pineapple thoroughly in the flour then dip them in the batter, drain the excess batter and gently dive into the hot oil fry a few pieces at a time to prevent the oil temperature from lowering each pancake for about 3-4 minutesuntil it becomes beautiful golden then drain it on a sheet of absorbent paper or for fried foods and sprinkle it with granulated sugar your pineapple pancakes are ready to be enjoyed hot;45
2111;Lactose -free biscuits;Desserts;24;[['Coconut butter', '60g'], ['Egg', '60g'], ['Flour 00', '200g'], ['Sugar', '100g'], ['Lemon zest', '1']];To make the lactose -free biscuits, pour the coconut butter into a saucepan in a bowl, pour the flour and sugar, add the egg, then pour the cooked butter, collect all the ingredients with the fork flavored with lemon zest forkAfter the rest time, recover the dough and spread it with a rolling pin on a slightly floured pastry board must reach a thickness of about half a centimeter.Now make the biscuits with a 4.5 cm pastry cutter as you form the biscuits, lay them on a tray lined with parchment paper with these doses, also kneading the waste, about 24 pieces are obtained.Bake in a preheated static oven at 180 ° for about 20 minutes.When cooked, take out the lactose -free biscuits, let them cool;45
2114;Mele cooked in the microwave;Desserts;4;[['Golden apples', '4'], ['Sugar', '30g'], ['Lemon juice', '1'], ['Butter', 'q.b.']];To prepare the apples cooked in the microwave, then cut them into small pieces of about 2 cm, pour the apples into a bowl and bathe them with the lemon juice Nita also the sugar choose a ceramic or pyrex baking dish indicated for the microwave and butteredThe bottom of the apples in pieces inside, homogeneously distributed the contents in the baking dish;45
2181;Chartoccio cob;Side Dishes;4;[['Corn cob', '530g']];To make the cob at the Cartoccio first, remove the final part then browse it, taking care to keep aside the innermost leaves 82).Cut away also the beard that has the base of the tutolo, or the internal part to which the seeds are attached aside the cobs and wash the leaves you have kept aside under the running water jet then dry them withA cloth.Now take a sheet of aluminum paper and place a leaf in the center, lay on the cob, salt pepper and wrap it with other leaves take a baking pan, sprinkle the bottom with a layer of coarse salt then lay the cobs with the foil;30
2243;Lemon donut;Desserts;8;[['Flour 00', '350g'], ['Sugar', '220g'], ['Butter', '120g'], ['Corn starch (cornstarch)', '50g'], ['Egg', '4'], ['Lemon', '2'], ['Butter', 'q.b.']];"To prepare the lemon donut, first grate the zest of 2 lemons and then squeeze the juice;You will need about 120 ml now separate the yolks from the egg whites, pour the latter into a bowl then keep aside. In another bowl add the butter at this point, add the peel also add the corn starch, cook in a preheated static ovenat 180 ° for about 50 minutes;If you darken too much on the surface, after 30 minutes you can cover it with an aluminum sheet. A cooked time, baked and let the donut cool in the mold for about twenty minutes then turn it out on a wire rack and let it cool completely enjoy your lemon donutsprinkle it with icing sugar to taste";45
2272;Petit Beurre;Desserts;20;[['Butter', '80g'], ['Flour 00', '200g'], ['Sugar', '80g'], ['Whole milk', '50ml'], ['Dark chocolate', '250g']];To make the Petit Beurre, place the butter in a saucepan, the milk melt everything on a low heat, stirring with a spoon in a bowl sift the flour and the yeast add the mixture of melted butter and milk to the powders transferred it to a floured pastry and mix quicklyWith your hands transferred the biscuits gradually on a dripped and place them to cool in the refrigerator for 1 hour.After this time, take the biscuits back and cut the name Petit Beurre with a cake in the center, cook the biscuits in a preheated static oven at 160 ° for 12 minutes (if ventilated at 140 ° for 6-8 minutes) will not have to be too dark but they must have tojust color the edges.When cooked, take out the biscuits and let them cool on a traditional Petit Beuro Beurit wire rats are ready, if you want to make the chocolate petit beers, melt the dark chocolate in the microwave or in a water bath, pour the melted chocolate into the appropriate rectangular silicone molds of the same size as the biscuits;45
2295;Teff biscuits;Desserts;35;[['Teff flour', '150g'], ['Hazelnut flour', '170g'], ['Rice flour', '100g'], ['Brown sugar', '75g'], ['Butter', '70g'], ['Whole milk', '65g'], ['Egg', '100g'], ['Sugar', 'q.b.']];To prepare the Teff biscuits, first pour the milk into a saucepan and heat it without reaching the boil.In the meantime add the Teff flour in a bowl, the hazelnut flour the brown sugar, add the butter to pieces, cold of the fridge and crumble it in the mixture with the tip of the fingers at this point pour the hot milk add the beaten eggs wrap thedough in the film transparent and let it rest in the refrigerator for at least 30 minutes.The the rest time, take the dough again and work it to give it the shape of a sausage about 30 cm long wrap the sausage in a sheet of parchment paper flattening the edges on theWork plan as you roll it up to give it a square shape, put the wrapping in the freezer to firm for about 20 minutes.The the cooling time, remove the parchment paper then pass the sausage in the sugar until it is uniformly cover the sidesAt this point, cut it into slices of 1 cm thick churface and let it cool: your Teff biscuits will be ready to be enjoyed!;45
2306;Caramelized orange tart;Desserts;8;[['Butter', '170g'], ['Flour 00', '300g'], ['Condensed milk', '115g'], ['Yolks', '1'], ['Orange zest', '1'], ['Whole milk', '400ml'], ['Condensed milk', '200g'], ['Corn starch (cornstarch)', '60g'], ['Yolks', '3'], ['Orange zest', '1'], ['Orange', '1kg'], ['Wholemeal cane sugar', '70g']];To prepare the caramelized orange tart started by the pastry: in a mixer equipped with blades, pour the sifted flour and the cold butter of fridge in small pieces made the sandblasting, then pour it on a work surface and create the classic fountain shape.In the center, grated the zest of 1 untreated orange then add the condensed milk and a yolk worker, quickly work the dough with your hands, to prevent it from warming up excessively.Form a dough flattened it and wrap it with plastic wrap while prepare the orange custard: in a pan pour the fresh milk the condensed milk then mix with a whisk to mix the ingredients.Add the yolks, one at a time then add the whole zest of 1 untreated orange cover with contact plastic wrap, take the pastry and roll it out of half cm thick, roll the dough on the rolling pin and gently unroll it on the mold then trim the edges removing the pastain excess and use it wrapped in a little transparent film to make the bottom adhere well to the mold, then proceed with the blind cotment: line the pastry with parchment paper and place the ceramic spheres (or legumes such as beans or chickpeas) then cook inPreheated static oven at 170 ° for 20 minutes (if a ventilated oven at 160 ° for 10 minutes).Then remove the pesetti and cook for 10 minutes at the same temperature (5 minutes if ventilated oven). In the meantime prepare the caramelized oranges for the decoration: peel the oranges, cut them into thin slices 1 cm once ready, take them out of the oven leveling with a spatulaThen place the orange slices over the cream, arranged in a radial (25-25) in order to cover the entire surface: your caramelized orange tart is ready to be enjoyed;45
2327;Beweles with beer with Parmesan cream;Appetizers;10;[['Non -alcoholic beer', '70ml'], ['Flour 00', '200g'], ['Butter', '100g'], ['Whole milk', '250ml'], ['Flour 00', '25g'], ['Butter', '25g'], ['Pere Williams', '800g'], ['Brown sugar', '50g'], ['Butter', '10g'], ['Lemon juice', 'q.b.']];To prepare the bedshes with beer with Parmesan cream, start making the beer brisè pasta: put the flour and butter in a mixer kneaded so that the flour absorbs all the beer and form a nice homogeneous mixture transfer the dough onA pastry board and work it with your hands then spread the dough with a rolling pin until you reach a half-centimeter thickness obtained from the 10 squares sheet of about 8-10 cm and put each square in a silicone or aluminum mold for muffin with a diameter ofAbout 6 cm (or in single -portion molds), such as the one indicated in photos give shape to your glasses by eliminating excess pasta with a small knife and taking into account that the edge must be about 2.5 cm high.Make the edge as regular as possible and then prick the base with the prongs of a fork, cut by the squares of parchment paper of about 5-6 cm to the side, put them inside the glasses, making them adhere well to the dough finally insert the molds of oneSmaller measure, or create a weight with dry legumes so that the glasses do not swell or create bubbles, as can be baked in a preheated static oven at 180 ° for 20 minutes (if ventilated 160 ° for 15 minutes).Once cooked, leave them to cool, prepare the milk now, which you will have previously heated, in a saucepan cook the mixture over low heat, continuing to mix until it has thickened mix well with the béchamel the Parmesan: the consistency of theCrema must be such that, if raised with a spoon, remain on the surface for a while before going to the bottom, prepare a pear compote now: peel and cut the diced pears, cook the pears for 15 minutes on medium heat, stirringFrom time to time, so as not to attack them once cooked, crush the pears with a fork, to release all the juice pour the pears cooked into a blender, blend everything until you get a dense puree and finally squeeze a few drops of lemon now nowYou can compose your glasses with beer with parmesan cream: take your glasses and make a first layer with about 20 g of parmesan cream, transfer the pear compote to a sac-à-poche with star mouth and do the second layerAbove the Parmesan cream, squeezing a nice tuft last, garnish each glass with Parmesan flakes and here are your glasses with beer with parmesan cream;20
2455;Cocoa pastry rose;Desserts;25;[['Flour 00', '290g'], ['Potato starch', '30g'], ['Butter', '250g'], ['Icing cane sugar', '100g'], ['Egg whites', '115g'], ['Orange zest', '1']];To prepare the cocoa pastry roses, first sift the flour in a bowl together with the potato starch and cocoa operate the planetary mixer and also add the grated orange zest when the butter and sugar have become creamy, pour theFinally, egg whites add the sifted powders, one spoon at a time continue to work the dough to mix everything then transfer it to a sac-à-poche with 6 mm star mouth.Line a dripping pan with parchment paper and with the sac-à-poche formed of the roses with a diameter of 5-6 cm, cook in a preheated ventilated oven at 170 ° for about 15 minutes once cooked, take out the roses your roses of cocoa pastrythey are ready to be enjoyed or given;45
2490;Cream tarts;Desserts;12;[['Flour 00', '550g'], ['Sugar', '175g'], ['Butter', '175g'], ['Egg', '110g'], ['Lemon zest', '1'], ['Whole milk', '1l'], ['Sugar', '175g'], ['Corn starch (cornstarch)', '70g'], ['Yolks', '35g'], ['Lemon zest', '1']];To prepare the cream tarts, first, prepare the shortcrust pastry: put the flour in a bowl, the sugar a pinch of salt, add the yeast at this point, add the eggs, add the grated zest of a lemon wrap the pastry with plastic wrapIn the meantime, transparent place the yolks in a pot and add the sugar.Also add the corn starch until a homogeneous mixture without lumps as soon as the milk starts to boil, remove the lemon zest and slowly pour it into the yolk mixture, stirring constantly, bring the cream on the fire and continuing to mix waiting for it to reach theBOLLOR.Cook more a couple of minutes, stirring constantly, and the cream will be ready, take the pastry from the fridge.Take a piece and use it to cover the base and edges of a 10-12 cm tart for tart.And, with a little of it, coat the base if the molds are non -stick there will be no need to grease them.Fill the pastry with a little cream decorate the tarts, creating the typical strips, placing them first in one direction, make all the cream tarts, you will get 12. Transfer the tarts to a dripping pan when they are very golden bride, take them out, leave them to cool, extract themfrom the mold, garnish with icing sugar;45
2498;Apple pie bars;Desserts;8;[['Flour 00', '125g'], ['Butter', '115g'], ['Sugar', '50g'], ['Brown sugar', '100g'], ['Butter', '90g'], ['Corn flakes', '60g'], ['Flour 00', '60g'], ['Nutmeg', '3g'], ['Golden apples', '2'], ['Flour 00', '40g'], ['Sugar', '40g'], ['Sugar', '100g'], ['Waterfall', '25g'], ['Fresh liquid cream', '50g'], ['Butter', '10g']];"To prepare the Apple Pie Bars, first of all, start making the ""Crust"" type mixture.In the bowl of a planetary mixer, equipped with a hook, add the cold butter cut into cubes together with the flour, work the mixture until a homogeneous consistency is obtained, transfer it to a slightly floured surface and work it again for a few moments then wrap it in the film, add the nutmeg,The cinnamon mix with a spoon, cover with the film for food at this point, take care of the apples, divide them in 4 and first remove the central part with the seeds, remove the peel and cut the sliced ​​wedges transfer to them in a bowl, add the sugar the sugarFlour and ginger powder, mix everything, cover with plastic wrap then slide the sheet of parchment paper on a dripping pan and using a pastry square of about 21.5 cm trim the edges of the pasta at this point arrange the apples in a wayOrdered on the base in order to cover the entire surface bake in a preheated static oven at 175 ° for about 30 minutes.Then take out the cake in order to get 8 bars at this point, take care of preparing the caramel Mou: pour the water into a saucepan, add the sugar remove the saucepan from the fire and pour the fresh cream liquid little at a time mixing in the meantime with a spoonwood and continue mixing to mix it with the mixture at this point, take the bars and use the Mou sauce to decorate them";45
2615;Tuberi and ginger mayonnaise chips;Appetizers;4;[['Purple carrots', '40g'], ['Carrots', '40g'], ['Purple potatoes', '40g'], ['Sweet potatoes (or American)', '40g'], ['Potatoes', '50g'], ['Beetroot', '40g'], ['Jerusalem artichoke', '40g'], ['Soy milk', '50g'], ['Fresh ginger', '20g'], ['White wine vinegar', '1cucchiaio']];To prepare the gingerbed tubers and mayonnaise, start by thoroughly washing all the tubers because you will use them with the peel.Prepare two bowls with water and ice: you will need to divide the light -colored tubers from those of dark color.Adjust the mandolin to the thickness of 1 mm and start preparing all the tubers: sprinkle the purple carrots, slice them and dip them in a bowl with cold water then slice the beets sliced ​​to the same thickness also the yellow carrots, which you have previously sprung up and theJerusalembur then dip these tubers in the other bowl with icy water, reduce the sweet potato and the yellow potato to slices, leave the tubers' chips to soak for about 2 hours so that they are enriched and lose starch.Just before draining them you can prepare the veg with ginger veg: pour the soy milk into a high container, add the seed oil, the salt and the vinegar CleanAll with an immersion mixer, take the vegetables from the pantyol, drain them well and spread them on a tray lined with absorbent paper to eliminate excess water will suffice a few moments because they are golden and crunchy, drain them on a tray with absorbent paper trying not tooverlap;20
